id,hip,bayer,flam,con,proper,ra,dec,mag,full_letter,const_genitive,greek_ascii
995422,46509,Tau-1,31,Hya,,9.485805,-2.768964,4.59,Tau,Hydrae,τ 
1082782,50555,,,Vel,,10.3268752,-55.02930088,4.59,#N/A,Velorum,#N/A
1167682,54751,,,Car,,11.21000383,-60.31762926,4.59,#N/A,Carinae,#N/A
1554914,77512,Del,10,CrB,,15.82656865,26.068393,4.59,Delta,Coronae_Borealis,δ 
1561338,77840,,2,Sco,,15.89353281,-25.32713753,4.59,#N/A,Scorpii,#N/A
1910941,91926,Eps-2,5,Lyr,,18.73968517,39.6127459,4.59,Epsilon,Lyrae,ε 
2048705,96465,,52,Sgr,,19.611786,-24.883623,4.59,#N/A,Sagittarii,#N/A
2537198,117452,Del,,Scl,,23.81542947,-28.13026985,4.59,Delta,Sculptoris,δ 
312966,20070,,,Per,,4.30406047,50.29549581,4.6,#N/A,Persei,#N/A
1057744,49402,Ups-2,40,Hya,,10.085408,-13.06462501,4.6,Upsilon,Hydrae,υ 
1143498,53502,Iot,,Ant,,10.94529201,-37.13776866,4.6,Iota,Antliae,ι 
1459175,72125,Omi,35,Boo,,14.75401691,16.96427649,4.6,Omicron,Boötis,ο 
1516466,75501,,,Lup,,15.42228242,-38.73362687,4.6,#N/A,Lupi,#N/A
1559881,77760,Chi,1,Her,,15.87792851,42.45151818,4.6,Chi,Herculis,χ 
2005964,95081,Pi,58,Dra,,19.34446959,65.71452899,4.6,Pi,Draconis,π 
7208,443,,33,Psc,,0.08892716,-5.70761634,4.61,#N/A,Piscium,#N/A
22760,1366,The,24,And,,0.28485989,38.6816459,4.61,Theta,Andromedae,θ 
142834,8833,Xi,111,Psc,,1.89259717,3.18753055,4.61,Xi,Piscium,ξ 
236574,14817,Ome,28,Per,,3.1881614,39.61158947,4.61,Omega,Persei,ω 
711961,36145,,21,Lyn,,7.4452367,49.21152216,4.61,#N/A,Lyncis,#N/A
806875,39095,,,Pup,,7.9977924,-18.39922887,4.61,#N/A,Puppis,#N/A
1530295,76219,,37,Lib,,15.56963942,-10.06452979,4.61,#N/A,Librae,#N/A
2203242,101474,,47,Cyg,,20.56505177,35.25085332,4.61,#N/A,Cygni,#N/A
72717,4422,Ups-2,28,Cas,Castula,0.9444184,59.18105467,4.62,Upsilon,Cassiopeiae,υ 
291223,18673,Tau-9,36,Eri,,3.998745,-24.016215,4.62,Tau,Eridani,τ 
369766,23497,Iot,102,Tau,,5.05159629,21.58996112,4.62,Iota,Tauri,ι 
419243,25923,Ups,36,Ori,,5.53218328,-7.30154281,4.62,Upsilon,Orionis,υ 
957699,44824,Kap,,Pyx,,9.13413369,-25.85853921,4.62,Kappa,Pyxidis,κ 
1156602,54182,Chi,63,Leo,,11.08361903,7.33600866,4.62,Chi,Leonis,χ 
1158877,54301,,,Car,,11.10900792,-62.42411235,4.62,#N/A,Carinae,#N/A
1198443,56480,,,Cen,,11.57934902,-54.26409128,4.62,#N/A,Centauri,#N/A
1294902,62327,,,Cru,,12.77297635,-56.48880994,4.62,#N/A,Crucis,#N/A
1305561,63007,Lam,,Cru,,12.91088413,-59.14670296,4.62,Lambda,Crucis,λ 
1617365,80628,Ups,3,Oph,,16.46338346,-8.37167379,4.62,Upsilon,Ophiuchi,υ 
1796755,88175,Zet,57,Ser,,18.00805847,-3.69027123,4.62,Zeta,Serpentis,ζ 
1883853,90982,The,,CrA,,18.55838469,-42.31250882,4.62,Theta,Coronae_Australis,θ 
1942320,92946,The-1,63,Ser,Alya,18.93699637,4.20359728,4.62,Theta,Serpentis,θ 
223719,13914,Eps,48,Ari,,2.98686412,21.34030518,4.63,Epsilon,Arietis,ε 
762005,37648,,1,Pup,,7.725663,-28.410885,4.63,#N/A,Puppis,#N/A
788446,38500,,,Pup,,7.88434247,-49.613046,4.63,#N/A,Puppis,#N/A
911450,42835,,,Hya,,8.72788131,-7.23372719,4.63,#N/A,Hydrae,#N/A
971545,45448,,,Vel,,9.26252237,-37.41314858,4.63,#N/A,Velorum,#N/A
1286580,61789,,,Cen,,12.66459149,-39.98730167,4.63,#N/A,Centauri,#N/A
1367403,66738,,83,UMa,,13.67896466,54.68163243,4.63,#N/A,Ursae_Majoris,#N/A
1476180,73199,,,UMi,,14.95972367,65.93246407,4.63,#N/A,Ursae_Minoris,#N/A
1557163,77635,,1,Sco,,15.8496512,-25.75129441,4.63,#N/A,Scorpii,#N/A
1576872,78662,Iot-1,,Nor,,16.05891486,-57.77506378,4.63,Iota,Normae,ι 
1878407,90797,Nu,,Pav,,18.52289616,-62.27830805,4.63,Nu,Pavonis,ν 
1928944,92512,Omi,47,Dra,,18.85336061,59.38834934,4.63,Omicron,Draconis,ο 
2549081,118131,Psi,84,Peg,,23.96264633,25.1414001,4.63,Psi,Pegasi,ψ 
283869,18216,Tau-8,33,Eri,,3.89519558,-24.61222349,4.64,Tau,Eridani,τ 
357672,22845,Pi-1,7,Ori,,4.91492437,10.15083236,4.64,#N/A,Orionis,#N/A
482890,28716,Chi-2,62,Ori,,6.06532936,20.13844671,4.64,Chi,Orionis,χ 
1375813,67234,,,Cen,,13.77760542,-51.43276374,4.64,#N/A,Centauri,#N/A
1538327,76669,Zet-1,7,CrB,,15.656299,36.635812,4.64,Zeta,Coronae_Borealis,ζ 
1541216,76829,,,Lup,,15.68649371,-44.66120584,4.64,#N/A,Lupi,#N/A
1654490,82369,,20,Oph,,16.83056353,-10.78303255,4.64,#N/A,Ophiuchi,#N/A
1704641,84606,,69,Her,,17.2945151,37.29149097,4.64,#N/A,Herculis,#N/A
1814641,88765,,71,Oph,,18.12176663,8.7338679,4.64,#N/A,Ophiuchi,#N/A
2020982,95585,Nu,32,Aql,,19.44196905,0.33856476,4.64,Nu,Aquilae,ν 
2206664,101589,Zet,4,Del,,20.58848235,14.67421103,4.64,Zeta,Delphini,ζ 
2437598,111674,,9,Lac,,22.62289365,51.54511916,4.64,#N/A,Lacertae,#N/A
2478535,113919,,3,And,,23.06971784,50.05208912,4.64,#N/A,Andromedae,#N/A
205933,12719,,35,Ari,,2.72419893,27.70715021,4.65,#N/A,Arietis,#N/A
331458,21273,Rho,86,Tau,,4.5641438,14.84442457,4.65,Rho,Tauri,ρ
372137,23607,,11,Ori,,5.07615265,15.40410506,4.65,#N/A,Orionis,#N/A
461356,27890,,,Dor,,5.90168948,-63.0896879,4.65,#N/A,Doradus,#N/A
686228,35363,,,Pup,,7.30510883,-36.7339557,4.65,#N/A,Puppis,#N/A
723724,36514,,,Pup,,7.511834,-30.962281,4.65,#N/A,Puppis,#N/A
737646,36917,,,Pup,,7.58969378,-28.36931859,4.65,#N/A,Puppis,#N/A
1096208,51192,,,Car,,10.45679715,-57.63880666,4.65,#N/A,Carinae,#N/A
1234908,58590,Pi,8,Vir,,12.01455297,6.61433025,4.65,Pi,Virginis,π 
1576393,78639,Eta,,Nor,,16.05358278,-49.22969901,4.65,Eta,Normae,η 
91051,5571,Chi,84,Psc,,1.1908944,21.03465245,4.66,Chi,Piscium,χ 
137836,8497,Chi,53,Cet,,1.82641766,-10.68641272,4.66,Chi,Ceti,χ 
573013,31978,,15,Mon,,6.68296004,9.89575245,4.66,#N/A,Monocerotis,#N/A
616125,33302,Pi,19,CMa,,6.92706392,-20.13649738,4.66,Pi,Canis_Majoris,π 
680958,35205,,,CMa,,7.276387,-27.88117707,4.66,#N/A,Canis_Majoris,#N/A
910644,42806,Gam,43,Cnc,Asellus Borealis,8.72142952,21.46849861,4.66,Gamma,Cancri,γ 
953433,44626,,,Car,,9.0939933,-70.53850019,4.66,#N/A,Carinae,#N/A
1139281,53295,Ome,45,UMa,,10.89965019,43.18995877,4.66,Omega,Ursae_Majoris,ω 
1285764,61740,Chi,26,Vir,,12.65410195,-7.9955635,4.66,Chi,Virginis,χ 
1289980,62012,,,Cen,,12.70984765,-48.81310586,4.66,#N/A,Centauri,#N/A
1538946,76705,Psi-1,3,Lup,,15.66277151,-34.41192278,4.66,Psi,Lupi,ψ 
1808736,88567,Gam-1,,Sgr,,18.08367356,-29.58008828,4.66,Gamma,Sagittarii,γ 
1843950,89678,,,Sgr,,18.3008868,-27.04264383,4.66,#N/A,Sagittarii,#N/A
1858853,90135,Zet,,Sct,,18.39432855,-8.93440847,4.66,Zeta,Scuti,ζ 
2118756,98543,,15,Vul,,20.01834684,27.75357235,4.66,#N/A,Vulpeculae,#N/A
93797,5742,Phi,85,Psc,,1.2291521,24.58370895,4.67,Phi,Piscium,φ 
256530,16244,,34,Per,,3.48945852,49.50895109,4.67,#N/A,Persei,#N/A
309082,19811,,52,Per,,4.24814323,40.48365426,4.67,#N/A,Persei,#N/A
337733,21683,Sig-2,92,Tau,,4.65458407,15.91797839,4.67,Sigma,Tauri,σ 
487933,28910,The,18,Lep,,6.10259,-14.93525379,4.67,Theta,Leporis,θ 
839167,40167,Zet-2,16,Cnc,,8.20354603,17.64774942,4.67,Zeta,Cancri,ζ 
962956,45075,Tau,14,UMa,,9.18196046,63.51363249,4.67,Tau,Ursae_Majoris,τ 
1795551,88128,,93,Her,,18.00094868,16.75091743,4.67,#N/A,Herculis,#N/A
1872985,90595,Gam,,Sct,,18.48662592,-14.56581214,4.67,Gamma,Scuti,γ 
1910837,91919,Eps-1,4,Lyr,,18.738984,39.670123,4.67,Epsilon,Lyrae,ε 
2036555,96100,Sig,61,Dra,Alsafi,19.53933116,69.6611839,4.67,Sigma,Draconis,σ 
2264983,103738,Gam,,Mic,,21.02151649,-32.25776111,4.67,Gamma,Microscopii,γ 
118085,7294,Chi,39,Cas,,1.56552126,59.23204329,4.68,Chi,Cassiopeiae,χ 
144616,8928,Eta-2,,Hyi,,1.91559149,-67.64730307,4.68,Eta,Hydri,η 
156800,9677,Nu,,For,,2.07484377,-29.29682018,4.68,Nu,Fornacis,ν 
223243,13879,Pi,22,Per,,2.9793532,39.66272904,4.68,Pi,Persei,π 
936726,43878,,,Vel,,8.93868425,-52.72348443,4.68,#N/A,Velorum,#N/A
1011518,47310,,,Hya,,9.64091315,4.64929342,4.68,#N/A,Hydrae,#N/A
1049252,49029,Pi,29,Leo,,10.00355725,8.04422465,4.68,Pi,Leonis,π 
1115019,52098,,37,LMi,,10.645337,31.97623934,4.68,#N/A,Leonis_Minoris,#N/A
1354877,66006,,74,Vir,,13.53274582,-6.25581602,4.68,#N/A,Virginis,#N/A
1358440,66234,,24,CVn,,13.57423902,49.01597692,4.68,#N/A,Canum_Venaticorum,#N/A
1604467,80047,Del-1,,Aps,,16.33911185,-78.69574141,4.68,Delta,Apodis,δ 
2056412,96683,Phi,12,Cyg,,19.6562794,30.1533234,4.68,Phi,Cygni,φ 
2335058,106786,Xi,23,Aqr,Bunda,21.62919716,-7.85420249,4.68,Xi,Aquarii,ξ 
2447423,112211,,66,Aqr,,22.72645363,-18.83037521,4.68,#N/A,Aquarii,#N/A
322836,20732,Pi,73,Tau,,4.44343692,14.71378525,4.69,Pi,Tauri,π 
396628,24813,Lam,15,Aur,,5.318995,40.099051,4.69,Lambda,Aurigae,λ 
746319,37173,,,Pup,,7.638346,-25.364804,4.69,#N/A,Puppis,#N/A
775553,38089,,,Pup,,7.80560039,-47.07772394,4.69,#N/A,Puppis,#N/A
810546,39211,,28,Mon,,8.02037107,-1.39261026,4.69,#N/A,Monocerotis,#N/A
1115087,52102,,,Car,,10.64583203,-59.18299597,4.69,#N/A,Carinae,#N/A
1293985,62268,Iot,,Cru,,12.76056985,-60.98131765,4.69,Iota,Crucis,ι 
2343214,107136,Pi-1,80,Cyg,Azelfafage,21.70157304,51.18961817,4.69,#N/A,Cygni,#N/A
2380698,108870,Eps,,Ind,,22.05601538,-56.78597448,4.69,Epsilon,Indi,ε 
2519187,116389,Iot,,Phe,,23.58460134,-42.61508989,4.69,Iota,Phoenicis,ι 
398826,24927,,,Lep,,5.340811,-21.239763,4.7,#N/A,Leporis,#N/A
1201035,56633,The,21,Crt,,11.61136465,-9.8022421,4.7,Theta,Crateris,θ 
1205779,56922,Omi,,Hya,,11.67021934,-34.74466153,4.7,Omicron,Hydrae,ο 
1661495,82671,Zet-1,,Sco,,16.89992404,-42.36202508,4.7,Zeta,Scorpii,ζ 
1905285,91726,Del,,Sct,,18.70456312,-9.0525494,4.7,Delta,Scuti,δ 
2104188,98066,Ome,58,Sgr,Terebellum,19.93065516,-26.29949408,4.7,Omega,Sagittarii,ω 
2283139,104521,Gam,5,Equ,,21.1723614,10.13157595,4.7,Gamma,Equulei,γ 
2464065,113116,,,Cep,,22.90693395,84.34617707,4.7,#N/A,Cephei,#N/A
2516873,116247,,101,Aqr,,23.554618,-20.914504,4.7,#N/A,Aquarii,#N/A
224271,13954,Lam,91,Cet,,2.99525,8.907365,4.71,Lambda,Ceti,λ 
256543,16245,Kap,,Ret,,3.48963236,-62.93752503,4.71,Kappa,Reticuli,κ 
354569,22667,Omi-1,4,Ori,,4.87554554,14.25064331,4.71,Omicron,Orionis,ο 
373686,23693,Zet,,Dor,,5.09184878,-57.4727021,4.71,Zeta,Doradus,ζ 
415235,25737,,31,Ori,,5.49555062,-1.09223719,4.71,#N/A,Orionis,#N/A
420800,25984,Chi,25,Aur,,5.54546495,32.19202649,4.71,Chi,Aurigae,χ 
981886,45902,The,,Pyx,,9.35821978,-25.96543915,4.71,Theta,Pyxidis,θ 
984930,46026,Lam,,Pyx,,9.38673755,-28.83388113,4.71,Lambda,Pyxidis,λ 
1212047,57283,Zet,27,Crt,,11.74604932,-18.35068448,4.71,Zeta,Crateris,ζ 
1320436,63945,,,Cen,,13.10463962,-48.46329751,4.71,#N/A,Centauri,#N/A
1391528,68191,,,Cen,,13.96080106,-63.68669457,4.71,#N/A,Centauri,#N/A
2099705,97938,Xi,59,Aql,Libertas,19.90413393,8.46145444,4.71,Xi,Aquilae,ξ 
2297940,105140,Eps,,Mic,,21.29896808,-32.17254439,4.71,Epsilon,Microscopii,ε 
2486344,114375,,89,Aqr,,23.16524897,-22.45762372,4.71,#N/A,Aquarii,#N/A
108375,6692,Psi,36,Cas,,1.43222832,68.13001598,4.72,Psi,Cassiopeiae,ψ 
401051,25044,,22,Ori,,5.36270744,-0.38246264,4.72,#N/A,Orionis,#N/A
455157,27639,Ups,31,Aur,,5.85067739,37.30556814,4.72,Upsilon,Aurigae,υ 
497866,29276,Del,,Pic,,6.17164131,-54.96864591,4.72,Delta,Pictoris,δ 
836834,40084,,19,Pup,,8.1878631,-12.92699606,4.72,#N/A,Puppis,#N/A
992222,46371,,,Hya,,9.4551145,-22.3438022,4.72,#N/A,Hydrae,#N/A
1093631,51056,,30,LMi,,10.43189272,33.79612051,4.72,#N/A,Leonis_Minoris,#N/A
1101179,51438,,,Car,,10.50559147,-71.99279102,4.72,#N/A,Carinae,#N/A
1105870,51658,,,UMa,,10.55385806,40.42555611,4.72,#N/A,Ursae_Majoris,#N/A
1239663,58867,The-2,,Cru,,12.07200495,-63.16571068,4.72,Theta,Crucis,θ 
1261818,60202,,11,Com,,12.34528527,17.79287347,4.72,#N/A,Comae_Berenices,#N/A
1335048,64844,,20,CVn,,13.29237235,40.57260979,4.72,#N/A,Canum_Venaticorum,#N/A
1575766,78592,Ups,6,Her,,16.04663791,46.03669958,4.72,Upsilon,Herculis,υ 
1702667,84514,,41,Oph,,17.27685758,-0.445297,4.72,#N/A,Ophiuchi,#N/A
2344249,107188,Kap,43,Cap,,21.71097435,-18.86632186,4.72,Kappa,Capricorni,κ 
183625,11313,,65,And,,2.42706221,50.27863162,4.73,#N/A,Andromedae,#N/A
613222,33202,,38,Gem,,6.91073211,13.17782101,4.73,#N/A,Geminorum,#N/A
837259,40096,,,Pup,,8.19052589,-42.9872758,4.73,#N/A,Puppis,#N/A
1151507,53907,,61,Leo,,11.03046542,-2.48458683,4.73,#N/A,Leonis,#N/A
1581496,78914,Del,,Nor,,16.10817362,-45.17321012,4.73,Delta,Normae,δ 
1585430,79119,Tau,16,CrB,,16.14952491,36.49092289,4.73,Tau,Coronae_Borealis,τ 
2246934,103045,Mu,6,Aqr,,20.87756471,-8.98331511,4.73,Mu,Aquarii,μ 
41854,2505,Lam,14,Cas,,0.529539,54.522289,4.74,Lambda,Cassiopeiae,λ 
100641,6193,Ups,90,Psc,,1.32444278,27.26405675,4.74,Upsilon,Piscium,υ 
191734,11783,Sig,76,Cet,,2.534787,-15.2446155,4.74,Sigma,Ceti,σ 
201368,12413,,,Eri,,2.66333402,-42.89168783,4.74,#N/A,Eridani,#N/A
246119,15520,,,Cam,,3.33313183,65.65228816,4.74,#N/A,Camelopardalis,#N/A
257905,16341,,17,Eri,,3.510294,-5.075145,4.74,#N/A,Eridani,#N/A
830969,39903,,,Car,,8.15018494,-61.30240874,4.74,#N/A,Carinae,#N/A
906461,42624,,,Vel,,8.68698145,-47.31712261,4.74,#N/A,Velorum,#N/A
947855,44390,Rho,8,UMa,,9.04241466,67.62961701,4.74,Rho,Ursae_Majoris,ρ
1336207,64924,,61,Vir,,13.306763,-18.311196,4.74,#N/A,Virginis,#N/A
1409201,69191,,,Cen,,14.16522616,-53.43894633,4.74,#N/A,Centauri,#N/A
1557642,77661,Rho,38,Ser,,15.85441917,20.97791955,4.74,Rho,Serpentis,ρ
1794815,88116,,4,Sgr,,17.99654278,-23.81612685,4.74,#N/A,Sagittarii,#N/A
1960021,93542,Zet,,CrA,,19.05191058,-42.09510289,4.74,Zeta,Coronae_Australis,ζ 
2034994,96052,,8,Cyg,,19.5295338,34.45296571,4.74,#N/A,Cygni,#N/A
2262009,103632,,59,Cyg,,20.99709811,47.52094498,4.74,#N/A,Cygni,#N/A
2380619,108874,Omi,31,Aqr,,22.05523429,-2.15536379,4.74,Omicron,Aquarii,ο 
2522700,116602,,,Phe,,23.63083172,-45.49234598,4.74,#N/A,Phoenicis,#N/A
674913,35020,,,Pup,,7.24392805,-48.2719316,4.75,#N/A,Puppis,#N/A
1216910,57581,Mu,,Mus,,11.80403754,-66.81490926,4.75,Mu,Muscae,μ 
1385133,67786,,4,Cen,,13.88681691,-31.9276129,4.75,#N/A,Centauri,#N/A
1417997,69713,Iot,21,Boo,,14.26942474,51.36723206,4.75,Iota,Boötis,ι 
1542426,76880,Kap,43,Lib,,15.69910992,-19.67882583,4.75,Kappa,Librae,κ 
1543571,76945,Psi-2,4,Lup,,15.71139437,-34.71040422,4.75,Psi,Lupi,ψ 
2207318,101612,Phi-1,,Pav,,20.59301421,-60.58174899,4.75,Phi,Pavonis,φ 
2498113,115088,Omi,34,Cep,,23.31041386,68.11147467,4.75,Omicron,Cephei,ο 
41399,2472,Lam-1,,Phe,,0.52360586,-48.8035133,4.76,Lambda,Phoenicis,λ 
214071,13244,Nu,,Hyi,,2.84123857,-75.06694515,4.76,Nu,Hydri,ν 
214743,13288,Tau-2,2,Eri,Angetenar,2.85064437,-21.00402309,4.76,Tau,Eridani,τ 
458011,27750,,56,Ori,,5.87401094,1.85513956,4.76,#N/A,Orionis,#N/A
518767,29997,,,Cam,,6.31410565,69.31978165,4.76,#N/A,Camelopardalis,#N/A
801077,38901,,,Pup,,7.9611405,-30.33456726,4.76,#N/A,Puppis,#N/A
1016398,47522,,,Hya,,9.68805743,-23.59151217,4.76,#N/A,Hydrae,#N/A
1120717,52370,,,Car,,10.70392206,-64.46642672,4.76,#N/A,Carinae,#N/A
1176942,55266,,55,UMa,,11.318864,38.185557,4.76,#N/A,Ursae_Majoris,#N/A
1266245,60485,,5,CVn,,12.40041566,51.56225799,4.76,#N/A,Canum_Venaticorum,#N/A
1310921,63355,,36,Com,,12.98206737,17.40944591,4.76,#N/A,Comae_Berenices,#N/A
1348425,65639,,69,Vir,,13.45754558,-15.97357817,4.76,#N/A,Virginis,#N/A
1383072,67665,,,CVn,,13.86318775,34.44424002,4.76,#N/A,Canum_Venaticorum,#N/A
1426939,70264,,,Cen,,14.3769658,-58.45911009,4.76,#N/A,Centauri,#N/A
1712790,84969,Zet,,Aps,,17.36652147,-67.77066774,4.76,Zeta,Apodis,ζ 
1750470,86486,Lam,,Ara,,17.67328544,-49.41558601,4.76,Lambda,Arae,λ 
1994398,94703,,1,Vul,,19.27028908,21.3904264,4.76,#N/A,Vulpeculae,#N/A
2335390,106801,,9,Cep,,21.632007,62.08194,4.76,#N/A,Cephei,#N/A
2482582,114155,,56,Peg,,23.11853878,25.46826185,4.76,#N/A,Pegasi,#N/A
57247,3455,Phi-1,17,Cet,,0.73650016,-10.60955016,4.77,Phi,Ceti,φ 
230399,14382,,,Per,,3.09233652,56.70571786,4.77,#N/A,Persei,#N/A
432270,26563,,49,Ori,,5.64807861,-7.21283158,4.77,#N/A,Orionis,#N/A
591490,32533,,17,Mon,,6.78884181,8.03725286,4.77,#N/A,Monocerotis,#N/A
978837,45751,,26,Hya,,9.32955056,-11.9748508,4.77,#N/A,Hydrae,#N/A
1192343,56127,,87,Leo,,11.50524786,-3.00349814,4.77,#N/A,Leonis,#N/A
1305175,62985,Psi,40,Vir,,12.90587808,-9.53898928,4.77,Psi,Virginis,ψ 
1743243,86201,Ome,28,Dra,,17.61585954,68.75796949,4.77,Omega,Draconis,ω 
1803620,88404,Tau,69,Oph,,18.05135558,-8.18034956,4.77,Tau,Ophiuchi,τ 
1881510,90905,,45,Dra,,18.54292347,57.0455989,4.77,#N/A,Draconis,#N/A
2125426,98761,,,Sgr,,20.05929374,-37.94070715,4.77,#N/A,Sagittarii,#N/A
2162963,100044,,34,Cyg,,20.29644465,38.03292997,4.77,#N/A,Cygni,#N/A
2170351,100310,Nu,8,Cap,Alshat,20.34439331,-12.75908049,4.77,Nu,Capricorni,ν 
2190994,101027,Rho,11,Cap,,20.48100543,-17.8137256,4.77,Rho,Capricorni,ρ
2453445,112519,,,Cep,,22.79140504,83.15383207,4.77,#N/A,Cephei,#N/A
2198,122,The,,Oct,,0.02657657,-77.06569263,4.78,Theta,Octantis,θ 
68105,4147,,20,Cet,,0.88347067,-1.14425879,4.78,#N/A,Ceti,#N/A
161871,9977,,58,And,,2.14146091,37.85907972,4.78,#N/A,Andromedae,#N/A
275080,17587,,,Cam,,3.76731456,63.34504678,4.78,#N/A,Camelopardalis,#N/A
327435,21029,,,Tau,,4.50934225,16.19401556,4.78,#N/A,Tauri,#N/A
364936,23231,,64,Eri,,4.99881585,-12.53741696,4.78,#N/A,Eridani,#N/A
425078,26199,,,Ori,,5.58407842,-6.0020161,4.78,#N/A,Orionis,#N/A
829597,39847,,27,Lyn,,8.14095748,51.5066692,4.78,#N/A,Lyncis,#N/A
842366,40274,,,Pup,,8.22486607,-35.89951463,4.78,#N/A,Puppis,#N/A
1021386,47758,The,,Ant,,9.73669346,-27.76947025,4.78,Theta,Antliae,θ 
1082970,50564,,40,Leo,,10.32893578,19.47091207,4.78,#N/A,Leonis,#N/A
1264243,60351,,12,Com,,12.37508676,25.8461567,4.78,#N/A,Comae_Berenices,#N/A
1335127,64852,Sig,60,Vir,,13.29341186,5.46987345,4.78,Sigma,Virginis,σ 
1424395,70104,,,Lup,,14.34516127,-45.18706343,4.78,#N/A,Lupi,#N/A
1427604,70306,,51,Hya,,14.38493731,-27.75401574,4.78,#N/A,Hydrae,#N/A
1731827,85755,,51,Oph,,17.52359811,-23.96264277,4.78,#N/A,Ophiuchi,#N/A
1771163,87294,Iot-2,,Sco,,17.83641991,-40.090434,4.78,Iota,Scorpii,ι 
1913799,92024,,,Pav,,18.75747285,-64.87125755,4.78,#N/A,Pavonis,#N/A
2411463,110371,,32,Peg,,22.35537158,28.33052742,4.78,#N/A,Pegasi,#N/A
2422398,110882,,35,Peg,,22.4643117,4.69566169,4.78,#N/A,Pegasi,#N/A
19497,1168,Chi,89,Peg,,0.24337891,20.20669856,4.79,Chi,Pegasi,χ 
148432,9153,Lam,9,Ari,,1.96547689,23.59606343,4.79,Lambda,Arietis,λ 
354703,22678,,2,Aur,,4.87721686,36.70318224,4.79,#N/A,Aurigae,#N/A
864522,41039,,,Vel,,8.37547319,-48.49041887,4.79,#N/A,Velorum,#N/A
980927,45856,,,Car,,9.34911452,-62.4046329,4.79,#N/A,Carinae,#N/A
1332080,64661,Eta,,Mus,,13.25415038,-67.89458602,4.79,Eta,Muscae,η 
1557586,77655,Kap,11,CrB,,15.8538699,35.65738425,4.79,Kappa,Coronae_Borealis,κ 
1621506,80815,,22,Sco,,16.50346542,-25.11522081,4.79,#N/A,Scorpii,#N/A
1768938,87220,,,Sco,,17.81957695,-31.70320547,4.79,#N/A,Scorpii,#N/A
1796172,88149,,66,Oph,,18.00438852,4.36861876,4.79,#N/A,Ophiuchi,#N/A
2156521,99824,,,Vul,,20.25441518,25.59194889,4.79,#N/A,Vulpeculae,#N/A
2391861,109400,,24,Cep,,22.16345293,72.34120543,4.79,#N/A,Cephei,#N/A
2401818,109908,Mu-1,,Gru,,22.26025546,-41.34669335,4.79,#N/A,Gruis,#N/A
1269580,,,,Cru,,12.44191256,-63.12223768,4.799,#N/A,Crucis,#N/A
54655,3300,Xi,19,Cas,,0.70108155,50.51252059,4.8,Xi,Cassiopeiae,ξ 
68183,4151,,,Cas,,0.884511,61.12397,4.8,#N/A,Cassiopeiae,#N/A
241594,15197,Zet,13,Eri,Zibal,3.26389562,-8.81973052,4.8,Zeta,Eridani,ζ 
316864,20354,,53,Per,,4.35921279,46.4988827,4.8,#N/A,Persei,#N/A
319863,20542,Del-2,64,Tau,,4.40160009,17.44413435,4.8,Delta,Tauri,δ 
367196,23364,Psi,65,Eri,,5.02398448,-7.17396699,4.8,Psi,Eridani,ψ 
568669,31832,Psi-2,50,Aur,,6.65550776,42.48888048,4.8,Psi,Aurigae,ψ 
961971,45038,Sig-2,13,UMa,,9.17320497,67.13400723,4.8,Sigma,Ursae_Majoris,σ 
972303,45493,,18,UMa,,9.26981358,54.02185653,4.8,#N/A,Ursae_Majoris,#N/A
980114,45811,,27,Hya,,9.34139403,-9.55569885,4.8,#N/A,Hydrae,#N/A
1123801,52502,,,Car,,10.735258,-63.961072,4.8,#N/A,Carinae,#N/A
1280124,61394,,23,Com,,12.58085525,22.62924164,4.8,#N/A,Comae_Berenices,#N/A
1321598,64022,,41,Com,,13.11964732,27.62474074,4.8,#N/A,Comae_Berenices,#N/A
1407662,69112,,4,UMi,,14.14748,77.54751495,4.8,#N/A,Ursae_Minoris,#N/A
1420641,69879,,,Boo,,14.29994943,35.50950229,4.8,#N/A,Boötis,#N/A
1456525,71995,,34,Boo,,14.72371186,26.52785236,4.8,#N/A,Boötis,#N/A
1482487,73568,Ome,41,Boo,,15.03514118,25.00814033,4.8,Omega,Boötis,ω 
1600818,79881,,,Sco,,16.30497209,-28.61401816,4.8,#N/A,Scorpii,#N/A
1703971,84573,,68,Her,,17.28876859,33.10010172,4.8,#N/A,Herculis,#N/A
2151577,99639,,30,Cyg,,20.22168158,46.81567203,4.8,#N/A,Cygni,#N/A
2248210,103089,,57,Cyg,,20.88743207,44.38726677,4.8,#N/A,Cygni,#N/A
2303324,105382,The-1,,Mic,,21.34601032,-40.80950379,4.8,Theta,Microscopii,θ 
2418141,110672,Pi,52,Aqr,,22.42128406,1.37739729,4.8,Pi,Aquarii,π 
2444524,112051,Omi,43,Peg,,22.69594617,29.307631,4.8,Omicron,Pegasi,ο 
380702,24010,,15,Ori,,5.16165591,15.59723483,4.81,#N/A,Orionis,#N/A
387559,24372,The,,Dor,,5.22929289,-67.18525422,4.81,Theta,Doradus,θ 
393908,24659,Omi,,Col,,5.29141373,-34.8952067,4.81,Omicron,Columbae,ο 
469674,28237,,139,Tau,,5.9665712,25.95391053,4.81,#N/A,Tauri,#N/A
808143,39138,,,Car,,8.005547,-63.567456,4.81,#N/A,Carinae,#N/A
1005689,47029,,,Lyn,,9.58439721,39.62149299,4.81,#N/A,Lyncis,#N/A
